联赛,赛季,轮次,比赛时间,主队,完场比分,客队,半场比分,bet365亚盘初盘,bet365大小球初盘,bet365胜平负初盘,主队近30场比赛积分,客队近30场比赛积分,主队近3场比赛积分,客队近3场比赛积分,主客队近3场强弱
"意大利甲组联赛","2024-2025","R_22","2025-01-26 03:45","恩波利","1-1","博洛尼亚","1-1","","","",31,50,1,5,-4
"西班牙甲组联赛","2024-2025","R_21","2025-01-26 04:00","巴拉多利德","0-3","皇家马德里","0-1","","","",15,72,3,9,-6
"法国甲组联赛","2024-2025","R_19","2025-01-26 04:05","巴黎圣日尔曼","1-1","兰斯","0-0","","","",69,37,9,1,8
"葡萄牙超级联赛","2024-2025","R_19","2025-01-26 04:30","里斯本竞技","2-0","葡萄牙国民","1-0","","","",78,19,7,6,1
"意大利甲组联赛","2024-2025","R_22","2025-01-26 19:30","AC米兰","3-2","帕尔马","1-1","","","",47,20,4,2,2
"西班牙甲组联赛","2024-2025","R_21","2025-01-26 21:00","巴列卡诺","2-1","赫罗纳","0-0","","","",38,47,5,6,-1
"法国甲组联赛","2024-2025","R_19","2025-01-26 22:00","勒阿弗尔","0-1","布雷斯特","0-1","","","",21,46,1,6,-5
"意大利甲组联赛","2024-2025","R_22","2025-01-26 22:00","乌迪内斯","1-2","罗马","1-0","","","",36,39,2,7,-5
"英格兰超级联赛","2024-2025","R_23","2025-01-26 22:00","托特纳姆热刺","1-2","莱斯特城","1-0","","","",24,14,0,0,0
"英格兰超级联赛","2024-2025","R_23","2025-01-26 22:00","水晶宫","1-2","布伦特福德","0-0","","","",27,28,7,4,3
"德国甲组联赛","2024-2025","R_19","2025-01-26 22:30","霍芬海姆","2-2","法兰克福","0-1","","","",36,50,3,9,-6
"西班牙甲组联赛","2024-2025","R_21","2025-01-26 23:15","皇家社会","0-3","赫塔菲","0-0","","","",45,28,3,4,-1
"葡萄牙超级联赛","2024-2025","R_19","2025-01-26 23:30","埃斯托里尔","1-0","吉马良斯","0-0","","","",33,48,7,3,4
"法国甲组联赛","2024-2025","R_19","2025-01-27 00:15","朗斯","1-0","昂热","0-0","","","",42,22,3,9,-6
"法国甲组联赛","2024-2025","R_19","2025-01-27 00:15","图卢兹","1-2","蒙彼利埃","0-0","","","",45,31,4,3,1
"法国甲组联赛","2024-2025","R_19","2025-01-27 00:15","南特","1-1","里昂","0-1","","","",28,57,3,4,-1
"英格兰超级联赛","2024-2025","R_23","2025-01-27 00:30","阿斯顿维拉","1-1","西汉姆联","1-0","","","",36,26,7,3,4
"德国甲组联赛","2024-2025","R_19","2025-01-27 00:30","圣保利","3-0","柏林联合","1-0","","","",17,28,3,3,0
"意大利甲组联赛","2024-2025","R_22","2025-01-27 01:00","莱切","0-4","国际米兰","0-2","","","",30,66,4,7,-3
"西班牙甲组联赛","2024-2025","R_21","2025-01-27 01:30","毕尔巴鄂竞技","0-0","莱加内斯","0-0","","","",54,22,7,4,3
"葡萄牙超级联赛","2024-2025","R_19","2025-01-27 02:00","波尔图","1-1","圣克拉拉","0-1","","","",64,31,3,4,-1
"英格兰超级联赛","2024-2025","R_23","2025-01-27 03:00","富勒姆","0-1","曼彻斯特联","0-0","","","",33,26,4,4,0
"法国甲组联赛","2024-2025","R_19","2025-01-27 03:45","尼斯","2-0","马赛","1-0","","","",46,57,6,7,-1
"意大利甲组联赛","2024-2025","R_22","2025-01-27 03:45","拉齐奥","1-2","佛罗伦萨","0-2","","","",57,50,4,1,3
"西班牙甲组联赛","2024-2025","R_21","2025-01-27 04:00","巴塞罗那","7-1","巴伦西亚","5-0","","","",63,25,1,4,-3
"葡萄牙超级联赛","2024-2025","R_19","2025-01-27 04:30","布拉加","3-0","博阿维斯塔","2-0","","","",59,20,6,0,6
"意大利甲组联赛","2024-2025","R_22","2025-01-28 01:30","威尼斯","1-1","维罗纳","1-0","","","",15,31,2,1,1
"意大利甲组联赛","2024-2025","R_22","2025-01-28 03:45","热那亚","2-0","蒙扎","0-0","","","",38,16,4,3,1
"西班牙甲组联赛","2024-2025","R_21","2025-01-28 04:00","阿拉维斯","1-1","塞尔塔","1-0","","","",34,41,4,3,1
"葡萄牙超级联赛","2024-2025","R_19","2025-01-28 04:15","AVS俱乐部","1-0","吉维森特","0-0","","","",15,33,2,5,-3
"德国甲组联赛","2024-2025","R_20","2025-02-01 03:30","云达不莱梅","1-0","美因茨","1-0","","","",39,51,2,3,-1
"法国甲组联赛","2024-2025","R_20","2025-02-01 03:45","蒙彼利埃","0-2","朗斯","0-1","","","",34,45,6,6,0
"意大利甲组联赛","2024-2025","R_23","2025-02-01 03:45","帕尔马","1-3","莱切","1-1","","","",20,29,1,3,-2
"西班牙甲组联赛","2024-2025","R_22","2025-02-01 04:00","莱加内斯","0-1","巴列卡诺","0-0","","","",23,38,5,7,-2
"葡萄牙超级联赛","2024-2025","R_20","2025-02-01 04:15","博阿维斯塔","0-2","法马利康","0-1","","","",20,36,0,2,-2
"英格兰超级联赛","2024-2025","R_24","2025-02-01 20:30","诺丁汉森林","7-0","布莱顿","3-0","","","",44,34,4,6,-2
"西班牙甲组联赛","2024-2025","R_22","2025-02-01 21:00","赫塔菲","0-0","塞维利亚","0-0","","","",28,40,7,5,2
"意大利甲组联赛","2024-2025","R_23","2025-02-01 22:00","乌迪内斯","3-2","威尼斯","0-0","","","",35,16,1,2,-1
"意大利甲组联赛","2024-2025","R_23","2025-02-01 22:00","蒙扎","0-1","维罗纳","0-1","","","",16,31,3,1,2
"德国甲组联赛","2024-2025","R_20","2025-02-01 22:30","拜仁慕尼黑","4-3","荷尔斯泰因","2-0","","","",67,12,9,4,5
"德国甲组联赛","2024-2025","R_20","2025-02-01 22:30","波鸿","0-1","弗赖堡","0-1","","","",20,40,4,0,4
"德国甲组联赛","2024-2025","R_20","2025-02-01 22:30","海登海姆","1-2","多特蒙德","0-1","","","",28,48,1,1,0
"德国甲组联赛","2024-2025","R_20","2025-02-01 22:30","圣保利","1-1","奥格斯堡","1-0","","","",20,38,6,9,-3
"德国甲组联赛","2024-2025","R_20","2025-02-01 22:30","斯图加特","1-2","门兴格拉德巴赫","0-1","","","",58,36,6,3,3
"英格兰超级联赛","2024-2025","R_24","2025-02-01 23:00","埃弗顿","4-0","莱斯特城","3-0","","","",23,17,6,3,3
"英格兰超级联赛","2024-2025","R_24","2025-02-01 23:00","伊普斯维奇","1-2","南安普敦","1-1","","","",16,9,0,0,0
"英格兰超级联赛","2024-2025","R_24","2025-02-01 23:00","纽卡斯尔联","1-2","富勒姆","1-0","","","",41,33,6,3,3
"英格兰超级联赛","2024-2025","R_24","2025-02-01 23:00","伯恩茅斯","0-2","利物浦","0-1","","","",40,53,7,7,0
"西班牙甲组联赛","2024-2025","R_22","2025-02-01 23:15","比利亚雷亚尔","5-1","巴拉多利德","1-0","","","",49,15,4,3,1
"葡萄牙超级联赛","2024-2025","R_20","2025-02-01 23:30","圣克拉拉","2-1","卡萨比亚","0-1","","","",32,42,2,7,-5
"葡萄牙超级联赛","2024-2025","R_20","2025-02-01 23:30","葡萄牙国民","1-2","阿罗卡","1-2","","","",19,34,6,7,-1
"法国甲组联赛","2024-2025","R_20","2025-02-02 00:00","布雷斯特","2-5","巴黎圣日尔曼","0-1","","","",46,69,9,7,2
"意大利甲组联赛","2024-2025","R_23","2025-02-02 01:00","亚特兰大","1-1","都灵","1-1","","","",65,35,4,5,-1
"西班牙甲组联赛","2024-2025","R_22","2025-02-02 01:30","马德里竞技","2-0","马洛卡","1-0","","","",66,40,4,3,1
"英格兰超级联赛","2024-2025","R_24","2025-02-02 01:30","狼队","2-0","阿斯顿维拉","1-0","","","",16,37,0,5,-5
"德国甲组联赛","2024-2025","R_20","2025-02-02 01:30","柏林联合","0-0","RB莱比锡","0-0","","","",27,57,3,2,1
"法国甲组联赛","2024-2025","R_20","2025-02-02 02:00","摩纳哥","4-2","欧塞尔","1-2","","","",60,23,4,2,2
"葡萄牙超级联赛","2024-2025","R_20","2025-02-02 02:00","吉维森特","1-2","埃斯托里尔","1-1","","","",32,35,4,9,-5
"意大利甲组联赛","2024-2025","R_23","2025-02-02 03:45","博洛尼亚","2-0","科莫","1-0","","","",48,22,5,3,2
"西班牙甲组联赛","2024-2025","R_22","2025-02-02 04:00","西班牙人","1-0","皇家马德里","0-0","","","",20,72,5,9,-4
"法国甲组联赛","2024-2025","R_20","2025-02-02 04:05","里尔","4-1","圣埃蒂安","1-1","","","",53,18,4,2,2
"葡萄牙超级联赛","2024-2025","R_20","2025-02-02 04:30","吉马良斯","2-0","AVS俱乐部","0-0","","","",48,18,2,4,-2
"意大利甲组联赛","2024-2025","R_23","2025-02-02 19:30","尤文图斯","4-1","恩波利","0-1","","","",49,32,4,1,3
"西班牙甲组联赛","2024-2025","R_22","2025-02-02 21:00","巴塞罗那","1-0","阿拉维斯","0-0","","","",63,35,4,4,0
"法国甲组联赛","2024-2025","R_20","2025-02-02 22:00","图卢兹","1-1","尼斯","0-1","","","",42,48,1,6,-5
"意大利甲组联赛","2024-2025","R_23","2025-02-02 22:00","佛罗伦萨","2-1","热那亚","2-0","","","",53,40,4,6,-2
"英格兰超级联赛","2024-2025","R_24","2025-02-02 22:00","布伦特福德","0-2","托特纳姆热刺","0-1","","","",31,24,4,0,4
"英格兰超级联赛","2024-2025","R_24","2025-02-02 22:00","曼彻斯特联","0-2","水晶宫","0-0","","","",29,27,6,6,0
"德国甲组联赛","2024-2025","R_20","2025-02-02 22:30","法兰克福","1-1","沃尔夫斯堡","0-0","","","",50,40,7,4,3
"西班牙甲组联赛","2024-2025","R_22","2025-02-02 23:15","巴伦西亚","2-1","塞尔塔","1-0","","","",24,39,4,1,3
"法国甲组联赛","2024-2025","R_20","2025-02-03 00:15","兰斯","1-2","南特","1-1","","","",35,26,2,3,-1
"法国甲组联赛","2024-2025","R_20","2025-02-03 00:15","雷恩","1-0","斯特拉斯堡","0-0","","","",28,41,0,7,-7
"法国甲组联赛","2024-2025","R_20","2025-02-03 00:15","昂热","1-1","勒阿弗尔","0-0","","","",22,21,6,1,5
"英格兰超级联赛","2024-2025","R_24","2025-02-03 00:30","阿森纳","5-1","曼彻斯特城","1-0","","","",47,41,7,7,0
"德国甲组联赛","2024-2025","R_20","2025-02-03 00:30","勒沃库森","3-1","霍芬海姆","2-0","","","",71,34,7,4,3
"意大利甲组联赛","2024-2025","R_23","2025-02-03 01:00","AC米兰","1-1","国际米兰","1-0","","","",47,68,6,7,-1
"西班牙甲组联赛","2024-2025","R_22","2025-02-03 01:30","奥萨苏纳","2-1","皇家社会","1-0","","","",36,42,2,3,-1
"葡萄牙超级联赛","2024-2025","R_20","2025-02-03 02:00","里斯本竞技","3-1","法伦斯","2-1","","","",78,26,7,2,5
"法国甲组联赛","2024-2025","R_20","2025-02-03 03:45","马赛","3-2","里昂","0-0","","","",54,55,4,2,2
"意大利甲组联赛","2024-2025","R_23","2025-02-03 03:45","罗马","1-1","那不勒斯","0-1","","","",41,61,7,9,-2
"西班牙甲组联赛","2024-2025","R_22","2025-02-03 04:00","皇家贝蒂斯","2-2","毕尔巴鄂竞技","2-1","","","",43,52,3,7,-4
"葡萄牙超级联赛","2024-2025","R_20","2025-02-03 04:30","阿马多拉","2-3","本菲卡","1-3","","","",28,63,1,3,-2
"葡萄牙超级联赛","2024-2025","R_20","2025-02-04 02:45","摩里伦斯","1-2","布拉加","1-0","","","",40,59,2,9,-7
"意大利甲组联赛","2024-2025","R_23","2025-02-04 03:45","卡利亚里","1-2","拉齐奥","0-1","","","",30,54,4,4,0
"西班牙甲组联赛","2024-2025","R_22","2025-02-04 04:00","赫罗纳","2-1","拉斯帕尔马斯","1-0","","","",47,26,3,1,2
"英格兰超级联赛","2024-2025","R_24","2025-02-04 04:00","切尔西","2-1","西汉姆联","0-1","","","",40,27,4,4,0
"葡萄牙超级联赛","2024-2025","R_20","2025-02-04 04:45","里奥阿维","2-2","波尔图","1-0","","","",38,64,4,1,3
"意大利甲组联赛","2024-2025","R_14","2025-02-07 03:45","佛罗伦萨","3-0","国际米兰","0-0","","","",56,66,7,7,0
"法国甲组联赛","2024-2025","R_21","2025-02-08 02:00","南特","0-2","布雷斯特","0-1","","","",29,43,5,6,-1
"德国甲组联赛","2024-2025","R_21","2025-02-08 03:30","拜仁慕尼黑","3-0","云达不莱梅","0-0","","","",69,42,9,4,5
"意大利甲组联赛","2024-2025","R_24","2025-02-08 03:45","科莫","1-2","尤文图斯","1-1","","","",22,49,3,6,-3
"西班牙甲组联赛","2024-2025","R_23","2025-02-08 04:00","巴列卡诺","1-0","巴拉多利德","0-0","","","",40,15,7,0,7
"法国甲组联赛","2024-2025","R_21","2025-02-08 04:05","巴黎圣日尔曼","4-1","摩纳哥","1-1","","","",71,62,7,6,1
"葡萄牙超级联赛","2024-2025","R_21","2025-02-08 04:15","波尔图","1-1","里斯本竞技","0-1","","","",62,78,2,9,-7
"西班牙甲组联赛","2024-2025","R_23","2025-02-08 21:00","塞尔塔","3-2","皇家贝蒂斯","0-2","","","",38,44,1,4,-3
"意大利甲组联赛","2024-2025","R_24","2025-02-08 22:00","维罗纳","0-5","亚特兰大","0-4","","","",34,65,4,4,0
"德国甲组联赛","2024-2025","R_21","2025-02-08 22:30","美因茨","0-0","奥格斯堡","0-0","","","",50,36,3,7,-4
"德国甲组联赛","2024-2025","R_21","2025-02-08 22:30","多特蒙德","1-2","斯图加特","0-0","","","",48,55,4,3,1
"德国甲组联赛","2024-2025","R_21","2025-02-08 22:30","弗赖堡","1-0","海登海姆","1-0","","","",42,28,3,0,3
"德国甲组联赛","2024-2025","R_21","2025-02-08 22:30","霍芬海姆","0-4","柏林联合","0-1","","","",31,28,4,4,0
"德国甲组联赛","2024-2025","R_21","2025-02-08 22:30","沃尔夫斯堡","0-0","勒沃库森","0-0","","","",41,71,2,7,-5
"西班牙甲组联赛","2024-2025","R_23","2025-02-08 23:15","毕尔巴鄂竞技","3-0","赫罗纳","2-0","","","",53,47,5,3,2
"葡萄牙超级联赛","2024-2025","R_21","2025-02-08 23:30","AVS俱乐部","1-2","圣克拉拉","0-0","","","",18,35,3,4,-1
"法国甲组联赛","2024-2025","R_21","2025-02-09 00:00","尼斯","2-0","朗斯","1-0","","","",49,45,4,6,-2
"意大利甲组联赛","2024-2025","R_24","2025-02-09 01:00","恩波利","0-2","AC米兰","0-0","","","",29,45,1,4,-3
"西班牙甲组联赛","2024-2025","R_23","2025-02-09 01:30","拉斯帕尔马斯","1-2","比利亚雷亚尔","0-0","","","",26,52,1,7,-6
"德国甲组联赛","2024-2025","R_21","2025-02-09 01:30","门兴格拉德巴赫","1-1","法兰克福","1-1","","","",38,48,6,5,1
"法国甲组联赛","2024-2025","R_21","2025-02-09 02:00","里尔","1-2","勒阿弗尔","0-1","","","",53,22,6,2,4
"葡萄牙超级联赛","2024-2025","R_21","2025-02-09 02:00","本菲卡","3-2","摩里伦斯","3-1","","","",66,39,6,1,5
"意大利甲组联赛","2024-2025","R_24","2025-02-09 03:45","都灵","1-1","热那亚","1-0","","","",36,37,5,3,2
"西班牙甲组联赛","2024-2025","R_23","2025-02-09 04:00","皇家马德里","1-1","马德里竞技","0-1","","","",69,66,6,4,2
"法国甲组联赛","2024-2025","R_21","2025-02-09 04:05","圣埃蒂安","0-2","雷恩","0-1","","","",18,31,2,3,-1
"葡萄牙超级联赛","2024-2025","R_21","2025-02-09 04:30","法马利康","0-0","吉马良斯","0-0","","","",39,48,4,4,0
"意大利甲组联赛","2024-2025","R_24","2025-02-09 19:30","威尼斯","0-1","罗马","0-0","","","",16,39,2,7,-5
"西班牙甲组联赛","2024-2025","R_23","2025-02-09 21:00","阿拉维斯","0-1","赫塔菲","0-1","","","",35,29,4,5,-1
"法国甲组联赛","2024-2025","R_21","2025-02-09 22:00","里昂","4-0","兰斯","1-0","","","",55,35,2,2,0
"意大利甲组联赛","2024-2025","R_24","2025-02-09 22:00","拉齐奥","5-1","蒙扎","1-0","","","",57,16,6,0,6
"意大利甲组联赛","2024-2025","R_24","2025-02-09 22:00","卡利亚里","2-1","帕尔马","0-0","","","",27,20,3,1,2
"德国甲组联赛","2024-2025","R_21","2025-02-09 22:30","荷尔斯泰因","2-2","波鸿","1-2","","","",12,20,1,1,0
"西班牙甲组联赛","2024-2025","R_23","2025-02-09 23:15","巴伦西亚","2-0","莱加内斯","2-0","","","",24,23,6,4,2
"葡萄牙超级联赛","2024-2025","R_21","2025-02-09 23:30","法伦斯","0-2","葡萄牙国民","0-0","","","",26,19,1,3,-2
"葡萄牙超级联赛","2024-2025","R_21","2025-02-09 23:30","埃斯托里尔","2-1","博阿维斯塔","1-0","","","",38,19,9,0,9
"法国甲组联赛","2024-2025","R_21","2025-02-10 00:15","斯特拉斯堡","2-0","蒙彼利埃","1-0","","","",40,33,4,6,-2
"法国甲组联赛","2024-2025","R_21","2025-02-10 00:15","欧塞尔","2-2","图卢兹","0-0","","","",23,40,1,2,-1
"德国甲组联赛","2024-2025","R_21","2025-02-10 00:30","RB莱比锡","2-0","圣保利","2-0","","","",55,21,3,7,-4
"意大利甲组联赛","2024-2025","R_24","2025-02-10 01:00","莱切","0-0","博洛尼亚","0-0","","","",32,48,3,7,-4
"西班牙甲组联赛","2024-2025","R_23","2025-02-10 01:30","皇家社会","2-1","西班牙人","1-0","","","",39,23,0,7,-7
"葡萄牙超级联赛","2024-2025","R_21","2025-02-10 02:00","布拉加","2-0","吉维森特","1-0","","","",59,31,9,3,6
"法国甲组联赛","2024-2025","R_21","2025-02-10 03:45","昂热","0-2","马赛","0-0","","","",23,54,4,4,0
"意大利甲组联赛","2024-2025","R_24","2025-02-10 03:45","那不勒斯","1-1","乌迪内斯","1-1","","","",59,38,7,3,4
"西班牙甲组联赛","2024-2025","R_23","2025-02-10 04:00","塞维利亚","1-4","巴塞罗那","1-1","","","",38,63,5,7,-2
"葡萄牙超级联赛","2024-2025","R_21","2025-02-10 04:30","卡萨比亚","1-0","阿马多拉","1-0","","","",41,28,6,1,5
"意大利甲组联赛","2024-2025","R_24","2025-02-11 03:45","国际米兰","2-1","佛罗伦萨","1-1","","","",63,58,4,9,-5
"西班牙甲组联赛","2024-2025","R_23","2025-02-11 04:00","马洛卡","1-1","奥萨苏纳","0-0","","","",39,36,0,5,-5
"葡萄牙超级联赛","2024-2025","R_21","2025-02-11 04:15","阿罗卡","1-1","里奥阿维","0-0","","","",34,38,7,4,3
"英格兰超级联赛","2024-2025","R_15","2025-02-13 03:30","埃弗顿","2-2","利物浦","1-1","","","",26,56,9,9,0
"德国甲组联赛","2024-2025","R_22","2025-02-15 03:30","奥格斯堡","0-0","RB莱比锡","0-0","","","",34,55,5,5,0
"法国甲组联赛","2024-2025","R_22","2025-02-15 03:45","布雷斯特","2-2","欧塞尔","0-1","","","",46,24,6,2,4
"意大利甲组联赛","2024-2025","R_25","2025-02-15 03:45","博洛尼亚","3-2","都灵","1-1","","","",48,36,5,5,0
"西班牙甲组联赛","2024-2025","R_24","2025-02-15 04:00","赫罗纳","1-2","赫塔菲","0-1","","","",47,31,3,7,-4
"英格兰超级联赛","2024-2025","R_25","2025-02-15 04:00","布莱顿","3-0","切尔西","2-0","","","",34,43,3,6,-3
"葡萄牙超级联赛","2024-2025","R_22","2025-02-15 04:15","博阿维斯塔","0-1","阿马多拉","0-1","","","",16,25,0,1,-1
"英格兰超级联赛","2024-2025","R_25","2025-02-15 20:30","莱斯特城","0-2","阿森纳","0-0","","","",17,50,3,7,-4
"西班牙甲组联赛","2024-2025","R_24","2025-02-15 21:00","莱加内斯","3-3","阿拉维斯","2-1","","","",23,35,1,1,0
"意大利甲组联赛","2024-2025","R_25","2025-02-15 22:00","亚特兰大","0-0","卡利亚里","0-0","","","",65,29,7,3,4
"德国甲组联赛","2024-2025","R_22","2025-02-15 22:30","波鸿","2-0","多特蒙德","2-0","","","",21,45,1,4,-3
"德国甲组联赛","2024-2025","R_22","2025-02-15 22:30","圣保利","0-1","弗赖堡","0-0","","","",21,42,4,6,-2
"德国甲组联赛","2024-2025","R_22","2025-02-15 22:30","斯图加特","1-2","沃尔夫斯堡","0-0","","","",55,42,3,3,0
"德国甲组联赛","2024-2025","R_22","2025-02-15 22:30","柏林联合","1-2","门兴格拉德巴赫","0-2","","","",31,38,4,7,-3
"英格兰超级联赛","2024-2025","R_25","2025-02-15 23:00","阿斯顿维拉","1-1","伊普斯维奇","0-0","","","",37,16,2,0,2
"英格兰超级联赛","2024-2025","R_25","2025-02-15 23:00","富勒姆","2-1","诺丁汉森林","1-1","","","",36,47,6,6,0
"英格兰超级联赛","2024-2025","R_25","2025-02-15 23:00","曼彻斯特城","4-0","纽卡斯尔联","3-0","","","",41,41,6,3,3
"英格兰超级联赛","2024-2025","R_25","2025-02-15 23:00","南安普敦","1-3","伯恩茅斯","0-2","","","",12,40,3,6,-3
"英格兰超级联赛","2024-2025","R_25","2025-02-15 23:00","西汉姆联","0-1","布伦特福德","0-1","","","",27,31,1,3,-2
"西班牙甲组联赛","2024-2025","R_24","2025-02-15 23:15","奥萨苏纳","1-1","皇家马德里","0-1","","","",37,67,5,4,1
"葡萄牙超级联赛","2024-2025","R_22","2025-02-15 23:30","摩里伦斯","3-2","卡萨比亚","3-0","","","",39,44,0,6,-6
"法国甲组联赛","2024-2025","R_22","2025-02-16 00:00","马赛","5-1","圣埃蒂安","1-0","","","",54,18,6,1,5
"葡萄牙超级联赛","2024-2025","R_22","2025-02-16 01:00","葡萄牙国民","2-2","埃斯托里尔","1-1","","","",22,41,3,9,-6
"意大利甲组联赛","2024-2025","R_25","2025-02-16 01:00","拉齐奥","2-2","那不勒斯","1-1","","","",57,59,6,5,1
"西班牙甲组联赛","2024-2025","R_24","2025-02-16 01:30","马德里竞技","1-1","塞尔塔","0-0","","","",64,41,5,4,1
"英格兰超级联赛","2024-2025","R_25","2025-02-16 01:30","水晶宫","1-2","埃弗顿","0-1","","","",30,27,6,7,-1
"德国甲组联赛","2024-2025","R_22","2025-02-16 01:30","勒沃库森","0-0","拜仁慕尼黑","0-0","","","",69,69,5,9,-4
"法国甲组联赛","2024-2025","R_22","2025-02-16 02:00","摩纳哥","7-1","南特","2-1","","","",59,29,6,4,2
"葡萄牙超级联赛","2024-2025","R_22","2025-02-16 02:00","圣克拉拉","0-1","本菲卡","0-0","","","",38,66,7,6,1
"意大利甲组联赛","2024-2025","R_25","2025-02-16 03:45","AC米兰","1-0","维罗纳","0-0","","","",45,33,7,4,3
"西班牙甲组联赛","2024-2025","R_24","2025-02-16 04:00","比利亚雷亚尔","1-1","巴伦西亚","1-0","","","",54,24,7,6,1
"法国甲组联赛","2024-2025","R_22","2025-02-16 04:05","图卢兹","0-1","巴黎圣日尔曼","0-0","","","",41,73,2,7,-5
"葡萄牙超级联赛","2024-2025","R_22","2025-02-16 04:30","里斯本竞技","2-2","阿罗卡","1-2","","","",76,35,7,7,0
"意大利甲组联赛","2024-2025","R_25","2025-02-16 19:30","佛罗伦萨","0-2","科莫","0-1","","","",55,22,6,0,6
"西班牙甲组联赛","2024-2025","R_24","2025-02-16 21:00","西班牙人","1-1","毕尔巴鄂竞技","0-0","","","",23,55,4,5,-1
"法国甲组联赛","2024-2025","R_22","2025-02-16 22:00","蒙彼利埃","1-4","里昂","1-1","","","",30,55,3,4,-1
"意大利甲组联赛","2024-2025","R_25","2025-02-16 22:00","蒙扎","0-0","莱切","0-0","","","",15,30,0,4,-4
"意大利甲组联赛","2024-2025","R_25","2025-02-16 22:00","乌迪内斯","3-0","恩波利","1-0","","","",39,29,4,1,3
"英格兰超级联赛","2024-2025","R_25","2025-02-16 22:00","利物浦","2-1","狼队","2-0","","","",57,19,7,3,4
"德国甲组联赛","2024-2025","R_22","2025-02-16 22:30","云达不莱梅","1-3","霍芬海姆","1-2","","","",42,31,4,1,3
"西班牙甲组联赛","2024-2025","R_24","2025-02-16 23:15","巴拉多利德","0-4","塞维利亚","0-2","","","",15,35,0,2,-2
"葡萄牙超级联赛","2024-2025","R_22","2025-02-16 23:30","里奥阿维","1-1","AVS俱乐部","0-1","","","",38,18,5,3,2
"法国甲组联赛","2024-2025","R_22","2025-02-17 00:15","兰斯","0-1","昂热","0-1","","","",34,23,1,1,0
"法国甲组联赛","2024-2025","R_22","2025-02-17 00:15","勒阿弗尔","1-3","尼斯","1-2","","","",22,52,4,7,-3
"法国甲组联赛","2024-2025","R_22","2025-02-17 00:15","朗斯","0-2","斯特拉斯堡","0-0","","","",42,43,6,6,0
"英格兰超级联赛","2024-2025","R_25","2025-02-17 00:30","托特纳姆热刺","1-0","曼彻斯特联","1-0","","","",27,29,3,3,0
"德国甲组联赛","2024-2025","R_22","2025-02-17 00:30","法兰克福","3-1","荷尔斯泰因","2-0","","","",46,13,3,2,1
"意大利甲组联赛","2024-2025","R_25","2025-02-17 01:00","帕尔马","0-1","罗马","0-1","","","",20,42,0,7,-7
"西班牙甲组联赛","2024-2025","R_24","2025-02-17 01:30","马洛卡","3-1","拉斯帕尔马斯","3-0","","","",40,26,1,1,0
"葡萄牙超级联赛","2024-2025","R_22","2025-02-17 02:00","法伦斯","0-1","波尔图","0-0","","","",26,60,0,3,-3
"德国甲组联赛","2024-2025","R_22","2025-02-17 02:30","海登海姆","0-2","美因茨","0-1","","","",28,51,0,4,-4
"法国甲组联赛","2024-2025","R_22","2025-02-17 03:45","雷恩","0-2","里尔","0-0","","","",33,52,6,3,3
"意大利甲组联赛","2024-2025","R_25","2025-02-17 03:45","尤文图斯","1-0","国际米兰","0-0","","","",51,65,6,4,2
"西班牙甲组联赛","2024-2025","R_24","2025-02-17 04:00","皇家贝蒂斯","3-0","皇家社会","0-0","","","",41,41,4,3,1
"葡萄牙超级联赛","2024-2025","R_22","2025-02-17 04:30","吉马良斯","0-0","布拉加","0-0","","","",46,61,4,9,-5
"意大利甲组联赛","2024-2025","R_25","2025-02-18 03:45","热那亚","2-0","威尼斯","0-0","","","",37,16,4,1,3
"西班牙甲组联赛","2024-2025","R_24","2025-02-18 04:00","巴塞罗那","1-0","巴列卡诺","1-0","","","",63,42,9,9,0
"葡萄牙超级联赛","2024-2025","R_22","2025-02-18 04:15","吉维森特","0-2","法马利康","0-1","","","",30,39,0,5,-5
"英格兰超级联赛","2024-2025","R_29","2025-02-20 03:30","阿斯顿维拉","2-2","利物浦","2-1","","","",38,60,2,7,-5
"德国甲组联赛","2024-2025","R_23","2025-02-22 03:30","弗赖堡","5-0","云达不莱梅","2-0","","","",45,42,9,3,6
"法国甲组联赛","2024-2025","R_23","2025-02-22 03:45","雷恩","1-0","兰斯","1-0","","","",30,31,6,0,6
"意大利甲组联赛","2024-2025","R_26","2025-02-22 03:45","莱切","0-1","乌迪内斯","0-1","","","",28,42,5,7,-2
"西班牙甲组联赛","2024-2025","R_25","2025-02-22 04:00","塞尔塔","1-0","奥萨苏纳","0-0","","","",39,38,4,5,-1
"英格兰超级联赛","2024-2025","R_26","2025-02-22 04:00","莱斯特城","0-4","布伦特福德","0-3","","","",17,34,3,6,-3
"葡萄牙超级联赛","2024-2025","R_23","2025-02-22 04:15","布拉加","1-0","葡萄牙国民","1-0","","","",59,23,7,4,3
"英格兰超级联赛","2024-2025","R_26","2025-02-22 20:30","埃弗顿","2-2","曼彻斯特联","2-0","","","",30,29,7,3,4
"西班牙甲组联赛","2024-2025","R_25","2025-02-22 21:00","阿拉维斯","0-1","西班牙人","0-0","","","",33,24,1,4,-3
"意大利甲组联赛","2024-2025","R_26","2025-02-22 22:00","帕尔马","2-0","博洛尼亚","1-0","","","",20,50,0,7,-7
"意大利甲组联赛","2024-2025","R_26","2025-02-22 22:00","威尼斯","0-0","拉齐奥","0-0","","","",16,55,0,7,-7
